Date,FX_rate
,SEKUSD=X
2020-04-01,0.10104664415121078
2020-04-02,0.09973172098398209
2020-04-03,0.0991138219833374
2020-04-06,0.09826715290546417
2020-04-07,0.09896130114793777
2020-04-08,0.09961846470832825
2020-04-09,0.09929598867893219
2020-04-10,0.10055840015411377
2020-04-13,0.10063227266073227
2020-04-14,0.10012314468622208
2020-04-15,0.10076247155666351
2020-04-16,0.09959356486797333
2020-04-17,0.10001250356435776
2020-04-20,0.10014079511165619
2020-04-21,0.09983357787132263
2020-04-22,0.0990707203745842
2020-04-23,0.09886600077152252
2020-04-24,0.09934936463832855
2020-04-27,0.09967108815908432
2020-04-28,0.099946528673172
2020-04-29,0.10125043988227844
2020-04-30,0.1016179621219635
2020-05-01,0.10249241441488266
2020-05-04,0.1009126529097557
2020-05-05,0.10146690905094147
2020-05-06,0.10184657573699951
2020-05-07,0.10153170675039291
2020-05-08,0.10196974873542786
2020-05-11,0.10223590582609177
2020-05-12,0.10131024569272995
2020-05-13,0.10229655355215073
2020-05-14,0.10194927453994751
2020-05-15,0.10211792588233948
2020-05-18,0.10139375925064087
2020-05-19,0.10309172421693802
2020-05-20,0.10329191386699677
2020-05-21,0.10435298085212708
2020-05-22,0.1039598360657692
2020-05-25,0.10354860872030258
2020-05-26,0.10338941961526871
2020-05-27,0.10401010513305664
2020-05-28,0.10425897687673569
2020-05-29,0.10509169101715088
2020-06-01,0.10616274178028107
2020-06-02,0.1067003607749939
2020-06-03,0.1072632223367691
2020-06-04,0.10767994821071625
2020-06-05,0.10876209288835526
2020-06-08,0.1092894971370697
2020-06-09,0.1088506430387497
2020-06-10,0.10857610404491425
2020-06-11,0.108716681599617
2020-06-12,0.10713497549295425
2020-06-15,0.10700050741434097
2020-06-16,0.1079428642988205
2020-06-17,0.1068125069141388
2020-06-18,0.10722239315509796
2020-06-19,0.10633207857608795
2020-06-22,0.1056690439581871
2020-06-23,0.10706695914268494
2020-06-24,0.10774677246809006
2020-06-25,0.10666745901107788
2020-06-26,0.10730765014886856
2020-06-29,0.10715127736330032
2020-06-30,0.10725989192724228
2020-07-01,0.10731571167707443
2020-07-02,0.10741450637578964
2020-07-03,0.1073446273803711
2020-07-06,0.10729729384183884
2020-07-07,0.10824643075466156
2020-07-08,0.10799369215965271
2020-07-09,0.10912622511386871
2020-07-10,0.10831184685230255
2020-07-13,0.10877841711044312
2020-07-14,0.10888762772083282
2020-07-15,0.11002540588378906
2020-07-16,0.1102881208062172
2020-07-17,0.11038295179605484
2020-07-20,0.1107725203037262
2020-07-21,0.11160589754581451
2020-07-22,0.11282670497894287
2020-07-23,0.11274847388267517
2020-07-24,0.11290352046489716
2020-07-27,0.11320798099040985
2020-07-28,0.11476655304431915
2020-07-29,0.11397310346364975
2020-07-30,0.11457771807909012
2020-07-31,0.11519277840852737
2020-08-03,0.11406020820140839
2020-08-04,0.11447213590145111
2020-08-05,0.11471296846866608
2020-08-06,0.11556685715913773
2020-08-07,0.11510208994150162
2020-08-10,0.1143164113163948
2020-08-11,0.11422957479953766
2020-08-12,0.11412671953439713
2020-08-13,0.11520630866289139
2020-08-14,0.11511175334453583
2020-08-17,0.11528440564870834
2020-08-18,0.11519543081521988
2020-08-19,0.1158641129732132
2020-08-20,0.1149972528219223
2020-08-21,0.11506090313196182
2020-08-24,0.11378117650747299
2020-08-25,0.11390066146850586
2020-08-26,0.11436165124177933
2020-08-27,0.11478894203901291
2020-08-28,0.11461594700813293
2020-08-31,0.11606718599796295
2020-09-01,0.11564437299966812
2020-09-02,0.1152883991599083
2020-09-03,0.11475707590579987
2020-09-04,0.11440049856901169
2020-09-07,0.11445720493793488
2020-09-08,0.11406149715185165
2020-09-09,0.11321181803941727
2020-09-10,0.11448052525520325
2020-09-11,0.1141170859336853
2020-09-14,0.11391857266426086
2020-09-15,0.11410706490278244
2020-09-16,0.1137959435582161
2020-09-17,0.11352399736642838
2020-09-18,0.11397582292556763
2020-09-21,0.11410445719957352
2020-09-22,0.11310502886772156
2020-09-23,0.11232433468103409
2020-09-24,0.11121874302625656
2020-09-25,0.10994472354650497
2020-09-28,0.10958976298570633
2020-09-29,0.11076945811510086
2020-09-30,0.11153681576251984
2020-10-01,0.1120811179280281
2020-10-02,0.11243534833192825
2020-10-05,0.11211591958999634
2020-10-06,0.11253150552511215
2020-10-07,0.11181554943323135
2020-10-08,0.11266082525253296
2020-10-09,0.11297903209924698
2020-10-12,0.1136532872915268
2020-10-13,0.11370988935232162
2020-10-14,0.11336132884025574
2020-10-15,0.11331958323717117
2020-10-16,0.11265219748020172
2020-10-19,0.11309530586004257
2020-10-20,0.11326131969690323
2020-10-21,0.11440862715244293
2020-10-22,0.11436779797077179
2020-10-23,0.11412489414215088
2020-10-26,0.11419526487588882
2020-10-27,0.11440770328044891
2020-10-28,0.11444319039583206
2020-10-29,0.1130642294883728
2020-10-30,0.1121804341673851
2020-11-02,0.11225864291191101
2020-11-03,0.1123267337679863
2020-11-04,0.11398181319236755
2020-11-05,0.11388614028692245
2020-11-06,0.11506897211074829
2020-11-09,0.11594323068857193
2020-11-10,0.11603431403636932
2020-11-11,0.11617991328239441
2020-11-12,0.11581446975469589
2020-11-13,0.1157616376876831
2020-11-16,0.11535754799842834
2020-11-17,0.11614483594894409
2020-11-18,0.11600793153047562
2020-11-19,0.11627636849880219
2020-11-20,0.11633345484733582
2020-11-23,0.11616291105747223
2020-11-24,0.1159779354929924
2020-11-25,0.11722119897603989
2020-11-26,0.11783421039581299
2020-11-27,0.1172991544008255
