Price,Close
Ticker,601928.SS
Date,
2020-04-01,4.908877372741699
2020-04-02,4.9548258781433105
2020-04-03,4.939509868621826
2020-04-07,5.023749351501465
2020-04-08,5.062040328979492
2020-04-09,5.0926737785339355
2020-04-10,5.04672384262085
2020-04-13,4.993116855621338
2020-04-14,5.031408309936523
2020-04-15,5.016091823577881
2020-04-16,5.04672384262085
2020-04-17,5.039065837860107
2020-04-20,5.000775337219238
2020-04-21,4.962484359741211
2020-04-22,4.962484359741211
2020-04-23,4.9165358543396
2020-04-24,4.8859028816223145
2020-04-27,4.8859028816223145
2020-04-28,4.778687953948975
2020-04-29,4.832295894622803
2020-04-30,5.000775337219238
2020-05-06,5.04672384262085
2020-05-07,5.069698333740234
2020-05-08,5.085015296936035
2020-05-11,5.1003313064575195
2020-05-12,5.077356815338135
2020-05-13,5.085015296936035
2020-05-14,5.1003313064575195
2020-05-15,5.1079888343811035
2020-05-18,5.123305797576904
2020-05-19,5.0926737785339355
2020-05-20,5.023749351501465
2020-05-21,5.039065837860107
2020-05-22,4.970142364501953
2020-05-25,4.947168350219727
2020-05-26,5.008433818817139
2020-05-27,4.993116855621338
2020-05-28,5.016091823577881
2020-05-29,5.130963325500488
2020-06-01,5.176912784576416
2020-06-02,5.1539387702941895
2020-06-03,5.130963325500488
2020-06-04,5.161596298217773
2020-06-05,5.115646839141846
2020-06-08,5.161596298217773
2020-06-09,5.176912784576416
2020-06-10,5.146280288696289
2020-06-11,5.085015296936035
2020-06-12,5.1003313064575195
2020-06-15,5.1539387702941895
2020-06-16,5.24583625793457
2020-06-17,5.307101249694824
2020-06-18,5.276468753814697
2020-06-19,5.24583625793457
2020-06-22,5.2228617668151855
2020-06-23,5.261152744293213
2020-06-24,5.207545757293701
2020-06-29,5.138621807098389
2020-06-30,5.207545757293701
2020-07-01,5.230519771575928
2020-07-02,5.322417736053467
2020-07-03,5.4066572189331055
2020-07-06,5.598111629486084
2020-07-07,5.536846160888672
2020-07-08,5.575137138366699
2020-07-09,5.743616104125977
2020-07-10,5.751275062561035
2020-07-13,5.804881572723389
2020-07-14,5.743616104125977
2020-07-15,5.598111629486084
2020-07-16,5.475581169128418
2020-07-17,5.444947719573975
2020-07-20,5.575137138366699
2020-07-21,6.134181976318359
2020-07-22,5.919753551483154
2020-07-23,5.751275062561035
2020-07-24,5.544504165649414
2020-07-27,5.659376621246338
2020-07-28,5.651718616485596
2020-07-29,5.659701347351074
2020-07-30,5.619787693023682
2020-07-31,5.635753154754639
2020-08-03,5.76347541809082
2020-08-04,5.723562240600586
2020-08-05,5.675666332244873
2020-08-06,5.715579509735107
2020-08-07,5.643735885620117
2020-08-10,5.659701347351074
2020-08-11,5.587857246398926
