Price,Close
Ticker,DSY.PA
Date,
2020-04-01,25.87889289855957
2020-04-02,24.560033798217773
2020-04-03,23.20210075378418
2020-04-06,23.925031661987305
2020-04-07,23.76872444152832
2020-04-08,25.04850196838379
2020-04-09,25.556507110595703
2020-04-14,25.488121032714844
2020-04-15,25.65420150756836
2020-04-16,27.148902893066406
2020-04-17,26.855823516845703
2020-04-20,26.84605598449707
2020-04-21,25.71281623840332
2020-04-22,26.914440155029297
2020-04-23,26.719053268432617
2020-04-24,26.54320526123047
2020-04-27,27.54944610595703
2020-04-28,26.826515197753906
2020-04-29,26.611589431762695
2020-04-30,26.09381866455078
2020-05-04,25.77143096923828
2020-05-05,26.425973892211914
2020-05-06,26.592050552368164
2020-05-07,27.236825942993164
2020-05-08,27.422443389892578
2020-05-11,26.963289260864258
2020-05-12,27.01213264465332
2020-05-13,26.787439346313477
2020-05-14,26.162202835083008
2020-05-15,26.826515197753906
2020-05-18,27.666677474975586
2020-05-19,27.02190399169922
2020-05-20,27.69598388671875
2020-05-21,27.275903701782227
2020-05-22,27.82298469543457
2020-05-25,28.418912887573242
2020-05-26,28.907379150390625
2020-05-27,28.721759796142578
2020-05-28,29.379436492919922
2020-05-29,29.88987159729004
2020-06-01,29.497228622436523
2020-06-02,29.3696231842041
2020-06-03,30.07637596130371
2020-06-04,29.88987159729004
2020-06-05,30.115642547607422
2020-06-08,29.762264251708984
2020-06-09,30.066560745239258
2020-06-10,29.968399047851562
2020-06-11,29.310726165771484
2020-06-12,28.888635635375977
2020-06-15,28.780658721923828
2020-06-16,29.222379684448242
2020-06-17,29.732816696166992
2020-06-18,29.536495208740234
2020-06-19,30.07637596130371
2020-06-22,29.8702392578125
2020-06-23,29.938953399658203
2020-06-24,29.457965850830078
2020-06-25,29.615022659301758
2020-06-26,29.722999572753906
2020-06-29,29.644474029541016
2020-06-30,30.154905319213867
2020-07-01,30.125455856323242
2020-07-02,30.311962127685547
2020-07-03,30.213802337646484
2020-07-06,31.00890350341797
2020-07-07,30.47883415222168
2020-07-08,30.537731170654297
2020-07-09,30.900924682617188
2020-07-10,30.684972763061523
2020-07-13,31.00890350341797
2020-07-14,29.91931915283203
2020-07-15,30.125455856323242
2020-07-16,30.115642547607422
2020-07-17,30.390491485595703
2020-07-20,31.538969039916992
2020-07-21,31.882532119750977
2020-07-22,31.3917293548584
2020-07-23,30.20398712158203
2020-07-24,28.623600006103516
2020-07-27,29.3009090423584
2020-07-28,29.418701171875
2020-07-29,30.056747436523438
2020-07-30,29.899686813354492
2020-07-31,30.25306510925293
2020-08-03,30.6555233001709
2020-08-04,29.791709899902344
2020-08-05,29.78189468383789
2020-08-06,29.52667999267578
2020-08-07,29.8702392578125
2020-08-10,29.516860961914062
2020-08-11,29.673917770385742
2020-08-12,29.95858383178711
2020-08-13,30.194169998168945
2020-08-14,29.59539031982422
2020-08-17,29.91931915283203
2020-08-18,29.644474029541016
2020-08-19,29.78189468383789
2020-08-20,29.585575103759766
2020-08-21,29.91931915283203
2020-08-24,30.527915954589844
2020-08-25,30.596628189086914
2020-08-26,31.13650894165039
2020-08-27,31.205223083496094
2020-08-28,31.028535842895508
2020-08-31,30.98927116394043
2020-09-01,31.195405960083008
2020-09-02,31.588050842285156
2020-09-03,30.69478988647461
2020-09-04,29.860424041748047
2020-09-07,30.66533851623535
2020-09-08,30.223621368408203
2020-09-09,30.67515754699707
