Date,COUR,DSY.PA,COGN3.SA,UDMY,STRA,215200.KQ,UTI,APEI,601928.SS,ACAD.ST,BFAM,QSG,600757.SS,300654.SZ,AFYA,000526.SZ,003032.SZ,CAP.PA,300359.SZ,LRN,PSON.L,601858.SS,300338.SZ,RM.L,LINC,NAVNETEDUL.NS,LOPE,4323.T,OMG.L,ATGE,LAUR,YDUQ3.SA,Sum
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-31,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2020-06-30,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2020-07-31,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2020-08-31,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2020-09-30,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2020-10-31,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2020-11-30,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2020-12-31,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
2021-01-31,0.0,0.0067735907682926495,0.13547181536585298,0.0,0.046714419605532055,0.0067735907682926495,0.046714419605532055,0.13547181536585298,0.0067735907682926495,0.13547181536585298,0.03028651526243557,0.0,0.0067735907682926495,0.0067735907682926495,0.046714419605532055,0.0067735907682926495,0.0,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.13547181536585298,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.0067735907682926495,0.03028651526243557,0.0067735907682926495,0.9999999999999997
