Date,Portfolio,Benchmark
2020,0.30842366066628357,0.4604522542150795
2021,-0.20565046813823817,-0.09302031304759584
2022,-0.08373491572744063,-0.30427906352475875
2023,0.3493266270831492,0.41599832823921523
2024,0.02306553834350522,0.06931816649920997
2025,0.1465045743829887,-0.01692737766339647
