Date,COUR,DSY.PA,COGN3.SA,UDMY,STRA,215200.KQ,UTI,APEI,601928.SS,ACAD.ST,BFAM,QSG,600757.SS,300654.SZ,AFYA,000526.SZ,003032.SZ,CAP.PA,300359.SZ,LRN,PSON.L,601858.SS,300338.SZ,RM.L,LINC,NAVNETEDUL.NS,LOPE,4323.T,OMG.L,ATGE,LAUR,YDUQ3.SA,Benchmark,Portfolio
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,,0.16673429981798837,-0.0626303068486781,,0.06860688436160589,-0.1423544162967323,0.15241058246290784,0.21963522494649146,0.01601047331692551,0.08082404478056304,-0.03924430927083189,,0.018850573440232,-0.04726465675324332,-0.09613611547144685,-0.002021905947489966,,0.09411175752940037,-0.04813567052386836,0.08410399963717552,-0.0042903256366915166,-0.06346891033982915,-0.08455185088169015,-0.014328826149997642,0.5600000381469727,-0.07370274302233759,0.13450360551434426,0.10525694622252946,-0.12124913500588363,0.05319479390488957,0.027455017093569456,-0.0735623995768806,,0.03143680554235695
2020-06-30,,0.02417397832215129,0.2570029524968076,,-0.09420501993589747,-0.05807652158527821,-0.06207827903095364,-0.05822462316058896,0.024329872152487386,0.20637489508138418,0.047550945883328755,,-0.0010546182869933807,0.09444762011491781,0.19287533152690717,0.32241501315151977,,0.14019972827839267,0.1409936103324625,0.10641749969844216,0.2414537290292913,0.04051603853620889,0.039117561290643144,0.11116384164519122,0.0,0.1254640446167079,-0.07234345551309962,0.26342328413459826,-0.15329349000142578,-0.06903764283168656,0.02415223024732205,0.18185913247875662,0.08799682206963211,0.11616460335487572
2020-07-31,,0.059010127652136646,0.3129720179360571,,-0.17858756967097777,-0.041880690972161405,0.06906475284122915,-0.016554046108219644,0.09339442615091986,0.08077820102554956,-0.08498292955477815,,0.08971403437301806,0.07039081330239005,0.11561428077202818,0.454301301327523,,0.13374560006408376,0.08236080717021887,0.6809838950174019,-0.01733087256974386,0.08761700288315,0.2314543311396926,0.06557610564144567,0.3487179744251452,-0.028774388155688335,-0.019772461500758287,0.10560296708574657,0.06557610564144589,0.10240772305370993,0.2724534429545056,0.05563334007801801,0.08767553538571371,0.06886636561949551
2020-08-31,,0.028302599296571307,-0.3417486410983894,,-0.1873069112324779,-0.025707412654790818,-0.051143963174051565,0.08004121864832614,0.0598573135511824,0.1569814484911407,0.24030209955620196,,0.10263175795209833,0.11144121825115305,-0.022179741892095373,-0.14365497876720046,,0.06346408171895668,0.20686202798991205,-0.18737719282607002,0.06014809372156882,0.1262339273426738,-0.021573242883914934,-0.20516273931736584,0.4961976317693195,0.076278255440001,0.05972507526869886,-0.07295529509654686,0.24772550108358948,-0.03319741946950827,-0.012618175157808054,-0.2396133492127981,0.01875813243472857,0.0028976709246190512
2020-09-30,,-0.0029244696322906494,-0.13004513852617172,,-0.10294252909428014,-0.09815514160333427,-0.2794326544299659,-0.10337149951633784,-0.014795421726464641,-0.024512208030881277,0.14307194620866515,,-0.07093984482186177,-0.03434394659953377,0.06531093876615879,-0.19134162383945963,,-0.0678660127007733,-0.007661753180858599,-0.2921257511242644,-0.04300508536536529,0.014885415485868414,-0.021115481138421544,-0.04856346443112192,-0.29860227939070993,-0.02571927261209661,-0.14993617967726947,0.10126372237765757,-0.13528587810889647,-0.26084336290374754,0.060702775228663075,-0.026374274500203465,0.011290498934783733,-0.06376190401748541
2020-10-31,,-0.0875788743384952,-0.19292853632519857,,-0.09194260878007532,0.2233049689748392,-0.09645664930653985,0.0028378830149151657,-0.01887562755364025,-0.02553238136199354,0.03952913727320695,,-0.0015989507065961028,0.18279793449843007,-0.1189427562751787,0.04100938171029744,,-0.10154822752244441,0.038581275023378936,-0.09377370155830522,-0.06665691676970742,0.02953543106277623,-0.08273854664874336,-0.05653724506354152,-0.1539854905017407,0.0022029160523897584,-0.01963972537998082,-0.0709287661538025,-0.09847160870345362,-0.04482478974863102,-0.02108436547746184,-0.18512683097977456,,-0.055130721098193544
2020-11-30,,0.08452299539773023,0.18231588959382838,,0.13785786114863252,0.12464853958749877,0.42919383980432846,0.09798374293987533,0.019512223245963245,0.25691135482662597,0.07630494986225567,,0.07412205856691911,-0.0886505475181959,0.10500009660777887,-0.061144310746431674,,0.20249591846452186,-0.09441849287632298,-0.02262257631092257,0.3078659154300627,0.051519641203344735,-0.05252551294231067,0.2329264979568888,0.3426123936816525,0.05524311027616258,0.06507590015802989,-0.06658772345984132,0.24686806824480212,0.22141631862030353,0.09230775052809093,0.5580465837598434,0.10158628936797598,0.1709178142415409
2020-12-31,,0.1009887063703292,0.012585440540877846,,0.015337105861599643,0.05503894744517224,-0.015243888034273012,-0.01804128082389589,-0.07771474278428392,0.04544737019824496,0.01693025026441175,,-0.057661515556286735,-0.11778230871084516,-0.04600307571164086,0.006711508702233138,,0.12019559931289003,-0.08093664684667357,-0.09001287562525351,0.07518853828033278,-0.13447975898514086,0.01694059308572382,0.0894113136960184,0.03668261878359669,0.055193331012410196,0.11549058642229215,-0.07279695262802133,0.07972089875721022,0.18581913231290503,0.025352011830770405,0.022601145156923685,0.05637471615188572,0.02355935944552687
2021-01-31,,-0.022925616907847557,-0.06493863691784885,,-0.07300943738832222,0.04654408137819832,-0.058823546779717906,-0.055774241506635236,-0.0093274733159604,-0.11037226316667181,-0.121509934707133,,-0.022971059864242194,-0.09176393392104465,-0.12252959023639809,-0.11192103437499212,,-0.07135204641233628,-0.000200166172507954,0.2129062908725594,0.20256378659944296,-0.02063069222607905,-0.2378144630106599,0.004627872266908195,-0.0938461743868314,-0.02774403098203493,-0.08774565691536473,0.02144896197722157,-0.03569935766744614,0.136671554797535,-0.10645592231544443,-0.023852736854050094,,-0.029171685597089464
2021-02-28,,0.04687548878337355,-0.18604292550161905,,0.028855870299266062,0.2749515654090475,0.008223715684585908,0.02293258622882388,0.01044424646089337,0.10401781656438502,0.05060210817685129,,0.012850358467911382,0.014700338255707157,0.009909868431531299,-0.023860966607979317,-0.046476935806465836,0.11793850162800101,-0.014136816117438444,-0.06601944710444474,-0.05674007696000927,0.0907897205956103,0.11060115803499837,-0.025974363906579256,-0.01867566369621665,0.06133073314994575,0.23251706419038576,-0.014423570253508156,0.02626857914827352,0.01839852504963102,0.05687920461049245,-0.11685739523328564,,0.0023179073411556967
2021-03-31,,0.022966757895063417,0.019260703653230182,,0.018462957807480862,0.09590193346739073,-0.04730831263279289,0.21025816650025964,0.04168919667454074,-0.07672360963294589,0.0738443756464151,,0.025773566921072577,-0.03865919910685223,-0.17082960568946548,-0.16317175268204553,-0.04272422267012632,0.05060348735012932,-0.06089880431976746,0.25197511706996956,0.008423336093524192,-0.04631890565855701,-0.1648265507298019,0.0519086836110072,0.10899647313761074,-0.08035798250246207,0.02302030735039584,-0.014550000913646777,0.013683598671806907,0.00610691305664135,-0.011636401041767552,-0.15063830211548868,-0.07847767299750019,0.0035599972911802983
2021-04-30,-0.006666649712456563,0.0942474729398941,0.051660819165902705,,-0.1833316063415139,0.002438534258285774,-0.035958909702068276,-0.14510249308606216,0.13299723995291135,0.1208748539061355,-0.15526389962680265,,0.06234561258061144,-0.053005729080148445,0.2054867602658621,-0.09012442480054328,-0.021733346955110866,0.08645817365095376,-0.013231674815233019,-0.04915315242724194,0.09182147506143257,-0.015950157614321392,-0.043472292731437046,0.030858711676684747,0.0015600981466283859,-0.07696528344016051,0.011111134064990535,0.06084229056409041,0.014999317089456898,-0.13227110321544044,0.011773401058105204,0.20371698026981067,0.05215324938314647,0.0015317707466817486
2021-05-31,-0.14988815768643993,-0.01633938497467513,0.11092400848379014,,-0.04847941729923333,0.11806808303878302,0.07460036727470887,-0.08076162699974176,0.03547724627233895,-0.11427502600805184,-0.04557071062675666,,0.041439986113014804,0.05039697805571386,0.04462296454395398,-0.14098656369482743,0.001572631249934231,0.006842004551539604,0.05872447422289895,-0.06112469616828109,0.0035094394778718563,0.031422181816285866,0.1392937728238306,-0.060324329175930225,0.2071650946885688,0.16430208687655523,-0.16021791788195794,-0.042113575571713135,0.05588558773297536,0.060332253336359054,0.0625454133452994,0.14552475553690858,-0.05234492246869471,-0.0017135488194936087
2021-06-30,0.04105266771818461,0.0606436268939099,0.08464725259719175,,0.07368701525451726,0.043350654462288585,0.07272720107631203,0.012142862592424697,-0.06954006464469409,0.017062894497244407,0.0642407954660984,,-0.040326625044169506,0.034297030941484064,0.10123884099722003,-0.10007728515498615,0.5725687574839231,0.049578243060912186,0.05384743762989297,0.19531257705585836,-0.011359963156361008,-0.05449755277984192,-0.04652737417818442,0.09988840350469563,0.003870994813980566,0.05489829089094411,-0.01066638656984964,-0.027648289988762342,0.07454208771389892,-0.0203408921588889,-0.006844596621420451,0.05516486164308376,0.006112832841447924,0.0403654027174601
2021-07-31,-0.10035392019433742,0.1365548973421904,-0.1800865094218842,,0.04246652246699445,0.141896283453256,-0.06317409273829144,0.04516586731664596,-0.04889955179660421,0.029343444760259407,0.016246342055145524,,-0.051586051904204844,-0.06618061779935336,-0.10783555723571969,-0.3374411622402099,-0.2299131991751554,0.12415577968679847,-0.1259809237864753,-0.04575167045860784,0.05667039834231691,-0.11453182449823185,-0.036018563350028954,0.06419256806849316,-0.10796916837211534,0.08598580559493652,0.026675575117438788,0.21503524187271728,0.013475576362607988,0.01964087471737641,0.020675586522174605,-0.1606878901274561,,-0.015241744888030996
